City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
131,muisne,0.6,-80.0333,298.18,85,100,3.73,EC,1698792668
132,isafjordur,66.0755,-23.124,274.35,71,5,2.21,IS,1698792668
133,rio grande,-32.035,-52.0986,292.21,88,100,8.68,BR,1698792461
134,kayangel,8.0823,134.7173,301.93,74,98,4.06,PW,1698792669
135,penzance,50.1186,-5.5371,287.53,92,100,14.31,GB,1698792670
136,port saint john's,-31.6229,29.5448,287.03,86,13,3.42,ZA,1698792670
137,arraial do cabo,-22.9661,-42.0278,299.13,78,75,1.54,BR,1698792574
138,chonchi,-42.6128,-73.8092,285.71,71,17,1.4,CL,1698792671
139,apatity,67.5641,33.4031,266.29,96,32,2.16,RU,1698792672
140,keflavik,64.0049,-22.5624,277.39,75,20,7.72,IS,1698792672
141,juneau,58.3019,-134.4197,279.32,95,100,0.0,US,1698792673
142,bulawayo,-20.15,28.5833,286.57,90,78,4.71,ZW,1698792673
143,mount pearl,47.5166,-52.7813,275.55,85,40,5.66,CA,1698792674
144,breves,-1.6822,-50.4803,302.46,41,14,1.51,BR,1698792674
145,al jawf,29.5,38.75,294.5,55,15,3.65,SA,1698792675
146,saint-pierre,-21.3393,55.4781,295.97,60,0,3.09,RE,1698792675
147,st. john's,47.5649,-52.7093,276.01,84,40,5.66,CA,1698792573
148,kumi,36.1136,128.336,280.9,60,0,0.98,KR,1698792676
149,haiku-pauwela,20.9219,-156.3051,301.07,73,20,4.12,US,1698792676
150,canacona,14.9959,74.0506,298.13,83,98,2.32,IN,1698792677
151,ancud,-41.8697,-73.8203,282.82,64,10,2.98,CL,1698792677
152,udachny,66.4167,112.4,249.97,98,98,1.87,RU,1698792677
153,basco,20.4487,121.9702,299.95,76,100,11.5,PH,1698792678
154,rujewa,-8.7,34.3833,294.39,67,19,4.05,TZ,1698792678
155,calvi,42.5,8.8333,288.5,55,20,4.63,FR,1698792679
156,vila franca do campo,37.7167,-25.4333,290.86,99,39,2.06,PT,1698792679
157,fortuna,40.5982,-124.1573,293.67,39,0,3.6,US,1698792680
158,kuanda,56.3161,116.0806,255.75,93,76,0.22,RU,1698792681
159,atafu village,-8.5421,-172.5159,299.86,83,100,5.48,TK,1698792681
160,topolobampo,25.6,-109.05,301.48,47,0,6.93,MX,1698792682
161,papatowai,-46.5619,169.4708,288.86,67,70,3.1,NZ,1698792682
162,kudahuvadhoo,2.6708,72.8944,300.31,75,92,2.01,MV,1698792683
163,kapuskasing,49.4169,-82.4331,270.2,68,100,3.09,CA,1698792683
164,krasnozerskoye,53.9828,79.2374,261.24,97,40,1.12,RU,1698792684
165,tofol,5.3248,163.0078,301.68,70,68,3.73,FM,1698792684
166,hadibu,12.65,54.0333,299.11,75,88,4.39,YE,1698792684
167,afaahiti,-17.75,-149.2833,302.08,83,38,9.55,PF,1698792685
168,avarua,-21.2078,-159.775,298.18,73,75,7.72,CK,1698792685
169,thabazimbi,-24.5917,27.4116,284.54,89,41,0.51,ZA,1698792686
170,jamestown,42.097,-79.2353,277.92,59,100,3.6,US,1698792513
171,tazacorte,28.629,-17.9293,296.69,83,20,5.14,ES,1698792686
172,banda aceh,5.5577,95.3222,299.03,84,100,4.2,ID,1698792687
173,remire-montjoly,4.9167,-52.2667,301.17,83,0,1.03,GF,1698792687
174,suances,43.4334,-4.0434,291.47,51,0,6.17,ES,1698792688
175,geraldton,-28.7667,114.6,288.38,63,0,4.12,AU,1698792688
176,coquimbo,-29.9533,-71.3436,289.0,77,0,5.66,CL,1698792525
177,bilibino,68.0546,166.4372,257.75,93,92,2.18,RU,1698792689
178,veinticinco de mayo,-35.4323,-60.1727,283.7,86,98,1.79,AR,1698792690
179,northam,51.0333,-4.2167,289.07,98,100,9.32,GB,1698792690
180,ponta delgada,37.7333,-25.6667,291.03,88,20,2.06,PT,1698792690
181,sinabang,2.4803,96.3801,298.19,88,100,3.11,ID,1698792691
182,westport,41.1415,-73.3579,282.54,64,100,1.54,US,1698792692
183,zhigalovo,54.8097,105.1578,262.58,85,93,1.56,RU,1698792693
184,manfalut,27.3104,30.97,296.29,52,0,3.54,EG,1698792693
185,nizhnesortymskiy,62.4397,71.7603,263.59,90,100,4.24,RU,1698792694
186,alice springs,-23.7,133.8833,294.9,24,31,5.14,AU,1698792694
187,recani,31.2846,-4.2688,298.32,19,99,3.85,MA,1698792695
188,lensk,60.7253,114.9278,256.56,89,100,0.81,RU,1698792695
189,conde,-7.2597,-34.9075,298.85,78,0,4.63,BR,1698792696
190,kirakira,-10.4544,161.9205,302.94,68,54,4.52,SB,1698792696
191,armyansk,46.1092,33.6921,287.82,69,0,2.51,UA,1698792697
192,yuzhno-kurilsk,44.0306,145.8556,283.91,85,11,5.31,RU,1698792697
193,namdrik,5.5994,168.1028,301.17,74,87,2.45,MH,1698792698
194,cabo san lucas,22.8909,-109.9124,304.05,66,8,1.83,MX,1698792675
195,dakhla,23.6848,-15.958,294.02,86,6,6.24,EH,1698792699
196,north bay,46.3168,-79.4663,272.1,94,100,3.09,CA,1698792700
197,itaituba,-4.2761,-55.9836,303.71,43,85,0.8,BR,1698792685
198,buka,40.8108,69.1986,282.5,82,0,0.89,UZ,1698792700
199,papao,-17.75,-149.55,302.97,83,14,10.53,PF,1698792701
200,wuwei,37.9281,102.6414,283.47,23,0,2.11,CN,1698792701
201,n'zeto,-7.2312,12.8666,298.84,84,80,2.62,AO,1698792702
202,nova vicosa,-17.8919,-39.3719,298.23,78,98,5.6,BR,1698792702
203,abaete,-19.16,-45.4458,296.24,83,100,3.57,BR,1698792703
204,laojunmiao,39.8333,97.7333,280.99,22,14,2.06,CN,1698792703
205,canavieiras,-15.675,-38.9472,297.96,73,85,3.96,BR,1698792703
206,statesville,35.7826,-80.8873,284.1,75,100,2.06,US,1698792471
207,qaqortoq,60.7167,-46.0333,274.35,97,100,3.0,GL,1698792704
208,corn island,12.1694,-83.0418,300.98,74,74,0.79,NI,1698792704
209,nuku'alofa,-21.1333,-175.2,299.34,83,75,6.17,TO,1698792705
210,polyarnyy,69.1989,33.4478,270.86,93,99,4.48,RU,1698792705
211,bontang,0.1333,117.5,299.82,79,93,0.98,ID,1698792483
212,constantia,44.1833,28.65,289.65,95,35,6.09,RO,1698792706
213,abu zabad,12.35,29.25,301.91,50,96,3.08,SD,1698792706
214,chibougamau,49.9168,-74.3659,267.94,80,100,2.57,CA,1698792706
215,chernyshevskiy,63.0128,112.4714,247.09,100,100,0.93,RU,1698792707
216,burang,30.25,81.1667,272.07,55,67,1.56,CN,1698792707
217,east london,-33.0153,27.9116,288.26,82,47,4.49,ZA,1698792708
218,aykhal,66.0,111.5,247.47,100,95,2.73,RU,1698792708
219,oamaru,-45.0784,170.9801,286.69,90,59,3.37,NZ,1698792709
220,iquique,-20.2208,-70.1431,292.17,82,47,2.83,CL,1698792709
221,erdenet,49.0333,104.0833,271.43,91,100,1.45,MN,1698792710
222,kyabe,9.4515,18.9449,299.3,45,93,1.56,TD,1698792710
223,huancabamba,-5.2386,-79.4506,289.47,94,100,2.15,PE,1698792711
224,kyzyl-suu,42.3414,78.0056,278.0,50,22,3.6,KG,1698792711
225,vorgashor,67.5833,63.95,261.28,95,100,2.12,RU,1698792711
226,fale old settlement,-9.3852,-171.2468,299.53,86,100,3.96,TK,1698792712
227,nelson,-41.2833,173.2833,292.03,58,30,2.71,NZ,1698792712
228,apolinario saravia,-24.4328,-63.9954,296.65,59,95,3.27,AR,1698792570
229,egletons,45.4034,2.0507,281.44,96,92,1.51,FR,1698792713
230,angaur state,6.906,134.13,301.77,73,90,2.69,PW,1698792713
231,nagqu,31.5,92.0,266.73,89,81,1.47,CN,1698792713
232,puerto baquerizo moreno,-0.9,-89.6,299.7,74,75,6.17,EC,1698792714
233,hovd,48.0056,91.6419,278.29,47,80,3.02,MN,1698792714
234,bima,-8.4667,118.7167,300.21,75,17,2.03,ID,1698792714
235,broken hill,-31.95,141.4333,289.33,30,0,5.38,AU,1698792715
236,laascaanood,8.4774,47.3597,296.7,77,87,4.96,SO,1698792715
237,kruisfontein,-34.0033,24.7314,285.98,86,91,2.22,ZA,1698792716
238,damasak,13.0977,12.4952,300.16,15,81,4.04,NG,1698792716
239,gizo,-8.103,156.8419,301.41,76,89,3.13,SB,1698792716
240,egilsstadir,65.2653,-14.3948,269.1,100,75,1.03,IS,1698792717
241,beroroha,-21.6667,45.1667,299.92,49,100,1.71,MG,1698792717
242,turabah,21.2141,41.6331,295.18,48,71,2.96,SA,1698792718
243,adigrat,14.277,39.462,285.85,87,97,2.15,ET,1698792718
244,mount darwin,-16.7725,31.5838,291.74,80,65,2.84,ZW,1698792719
245,wanning,18.8003,110.3967,296.46,89,94,4.14,CN,1698792719
246,nogliki,51.8333,143.1667,275.56,71,100,1.34,RU,1698792719
247,uturoa,-16.7333,-151.4333,299.45,78,5,9.75,PF,1698792720
248,parambu,-6.2111,-40.6944,302.19,31,21,1.13,BR,1698792720
249,dubbo,-32.25,148.6167,292.22,42,0,5.14,AU,1698792609
250,kochubey,44.3861,46.5825,286.6,95,0,4.02,RU,1698792720
251,farafenni,13.5667,-15.6,300.13,70,6,3.51,GM,1698792721
252,wynyard,-41.0,145.7167,288.14,55,33,4.17,AU,1698792721
253,linxia chengguanzhen,35.6003,103.2064,281.26,34,0,1.96,CN,1698792722
254,coalcoman de vazquez pallares,18.7833,-103.15,296.4,88,53,0.75,MX,1698792722
255,mount isa,-20.7333,139.5,305.02,27,3,2.06,AU,1698792722
256,coronel dorrego,-38.7187,-61.2873,280.44,66,59,5.57,AR,1698792556
257,hasaki,35.7333,140.8333,288.37,67,0,0.41,JP,1698792723
258,port augusta,-32.5,137.7667,290.39,38,0,3.64,AU,1698792670
259,bengkulu,-3.8004,102.2655,296.65,95,100,1.84,ID,1698792724
260,kouango,4.9934,19.9619,295.63,98,98,1.7,CF,1698792724
261,vigo,42.2328,-8.7226,288.99,81,75,5.66,ES,1698792593
262,uluborlu,38.0778,30.4572,285.96,72,100,1.59,TR,1698792725
263,bredasdorp,-34.5322,20.0403,288.31,92,81,5.38,ZA,1698792725
264,okha,53.5739,142.9478,274.47,65,96,1.21,RU,1698792726
265,dwarka,22.2394,68.9678,300.36,52,0,2.61,IN,1698792726
266,timbuktu,16.7735,-3.0074,303.21,9,59,4.35,ML,1698792727
267,borgarnes,64.5383,-21.9206,276.18,73,8,3.48,IS,1698792727
268,beloyarskiy,63.7119,66.6722,264.82,91,100,2.24,RU,1698792728
269,masuguru,-11.3667,38.4167,298.67,69,61,2.12,TZ,1698792728
270,priargunsk,50.3691,119.1012,265.06,94,29,1.65,RU,1698792729
271,fort mcmurray,56.7268,-111.381,271.92,80,100,1.03,CA,1698792706
272,srimushnam,11.4,79.4167,297.02,96,79,2.89,IN,1698792729
273,akureyri,65.6835,-18.0878,265.11,93,0,0.0,IS,1698792730
274,port lincoln,-34.7333,135.8667,286.98,60,11,6.15,AU,1698792730
275,jennings,38.7192,-90.2604,278.01,48,3,2.24,US,1698792549
276,caleta de carquin,-11.0925,-77.6267,293.39,80,18,5.06,PE,1698792731
277,lompoc,34.6391,-120.4579,302.47,16,0,5.14,US,1698792731
278,crucecita,-28.95,-58.9833,293.15,88,91,5.33,AR,1698792732
279,nemuro,43.3236,145.575,285.61,86,8,8.04,JP,1698792732
280,komsomolets,53.7453,62.0708,273.53,89,91,5.7,KZ,1698792733
281,katabu,-4.9333,122.5167,299.5,81,72,1.3,ID,1698792733
282,vilhena,-12.7406,-60.1458,299.27,78,40,2.06,BR,1698792734
283,ust-nera,64.5667,143.2,258.63,98,100,2.5,RU,1698792524
284,williamston,35.8546,-77.0555,284.09,76,100,3.88,US,1698792735
285,ugoofaaru,5.6667,73.0,300.14,75,99,0.59,MV,1698792735
286,barah,13.7,30.3667,304.48,26,100,4.19,SD,1698792735
287,dongsheng,39.8161,109.9776,281.87,41,0,3.02,CN,1698792736
288,twon-brass,4.3151,6.2418,299.18,84,100,3.44,NG,1698792737
289,navapolatsk,55.5363,28.6424,285.03,82,97,4.56,BY,1698792737
290,taltal,-25.4,-70.4833,291.3,68,24,1.58,CL,1698792738
291,ouadda,8.0777,22.4007,295.05,86,100,1.28,CF,1698792738
292,auki,-8.7676,160.7034,302.64,66,100,1.38,SB,1698792738
293,sao jose da coroa grande,-8.8978,-35.1478,298.23,73,24,4.37,BR,1698792739
294,ovalle,-30.5983,-71.2003,294.05,40,100,2.3,CL,1698792500
295,touros,-5.1989,-35.4608,298.77,79,43,5.57,BR,1698792463
296,amarante do maranhao,-5.5667,-46.7422,304.72,28,57,0.9,BR,1698792740
297,vernon,50.2581,-119.2691,281.9,62,100,1.03,CA,1698792740
298,volchikha,52.0333,80.3833,276.47,97,100,2.24,RU,1698792741
299,castillos,-34.1667,-53.8333,282.58,93,100,7.45,UY,1698792741
300,city of balikpapan,-1.242,116.8942,300.12,94,20,1.03,ID,1698792584
301,falmouth,50.1544,-5.0711,287.65,94,100,7.2,GB,1698792742
302,arkhangel'sk,64.5401,40.5433,268.22,92,44,1.82,RU,1698792743
303,island harbour,50.724,-1.2758,288.11,94,100,3.13,GB,1698792743
304,bardai,11.65,7.2333,297.37,22,79,2.77,NG,1698792744
305,mata-utu,-13.2816,-176.1745,301.39,78,24,10.3,WF,1698792665
306,lycksele,64.5954,18.6735,265.06,85,100,2.06,SE,1698792744
307,zhezqazghan,47.7833,67.7667,278.62,64,100,6.87,KZ,1698792745
308,akjoujt,19.6969,-14.4164,303.88,14,3,4.37,MR,1698792745
309,hirara,24.8,125.2833,298.3,78,75,6.17,JP,1698792746
310,nizhnyaya tavda,57.6731,66.1725,268.67,96,100,1.02,RU,1698792746
311,baijiantan,45.6333,85.1833,283.59,50,100,13.82,CN,1698792746
312,onguday,50.75,86.15,274.76,95,100,1.07,RU,1698792747
313,monte alegre,-2.0078,-54.0692,303.14,42,100,0.8,BR,1698792747
314,tieli,46.95,128.05,271.01,82,84,0.85,CN,1698792748
315,kijang,35.2442,129.2139,282.0,53,0,3.63,KR,1698792748
316,douglas,41.3,-96.167,275.79,45,0,4.12,US,1698792708
317,makarska,43.2969,17.0178,288.93,66,1,5.1,HR,1698792749
318,lata,40.1629,-8.3327,289.22,91,72,3.27,PT,1698792749
319,namtsy,62.7161,129.6658,257.49,88,100,3.04,RU,1698792750
320,rainsville,34.4943,-85.8477,284.38,36,0,4.12,US,1698792750
321,ar ruways,24.1103,52.7306,301.51,71,6,4.49,AE,1698792751
322,dong ha,16.8163,107.1003,296.79,91,95,1.44,VN,1698792751
323,yamada,39.4667,141.95,288.2,70,1,1.74,JP,1698792751
324,bluefields,12.0137,-83.7635,301.19,89,75,2.06,NI,1698792752
325,florence,43.7667,11.25,289.0,86,20,2.57,IT,1698792752
326,alofi,-19.0595,-169.9187,298.09,88,75,7.2,NU,1698792753
327,quellon,-43.1167,-73.6167,282.11,70,3,4.25,CL,1698792753
328,yeppoon,-23.1333,150.7333,299.03,51,48,1.24,AU,1698792754
329,san clemente,33.427,-117.612,305.43,23,20,1.79,US,1698792701
330,santiago de cao,-7.9589,-79.2392,292.22,88,75,4.63,PE,1698792754
331,ambon,-3.6954,128.1814,300.23,83,20,1.54,ID,1698792754
332,molfetta,41.2002,16.5975,292.23,52,0,5.14,IT,1698792755
333,manicore,-5.8092,-61.3003,300.24,67,97,1.3,BR,1698792755
334,bodaybo,57.8506,114.1933,255.88,95,92,0.61,RU,1698792756
335,talnakh,69.4865,88.3972,256.6,97,97,2.73,RU,1698792756
336,praia da vitoria,38.7333,-27.0667,290.24,82,0,3.39,PT,1698792757
337,treasure island,27.7692,-82.769,299.96,76,0,6.17,US,1698792757
338,madang,-5.2246,145.7966,302.33,67,38,0.64,PG,1698792758
